# Optical absorption spectrum of Chla
#
#Wavelength (nm) Molar Extinction (cm-1/M) 1E5
282.947960	0.000000
283.062500	0.000000
283.177040	0.000000
283.291580	0.000000
283.406110	0.000000
283.520650	0.000000
283.635190	0.000000
283.749720	0.000000
283.864260	0.000000
283.978800	0.000000
284.093340	0.000000
284.207870	0.000000
284.322410	0.000000
284.436950	0.000000
284.551490	0.000000
284.666020	0.000000
284.780560	0.000000
284.895100	0.000000
285.009640	0.000000
285.124170	0.000000
285.238710	0.000000
285.353250	0.000000
285.467790	0.000000
285.582320	0.000000
285.696860	0.000000
285.811400	0.000000
285.925930	0.000000
286.040470	0.000000
286.155010	0.000000
286.269550	0.000000
286.384080	0.000000
286.498620	0.000000
286.613160	0.000000
286.727700	0.000000
286.842230	0.000000
286.956770	0.000000
287.071310	0.000000
287.185850	0.000000
287.300380	0.000000
287.414920	0.000000
287.529460	0.000000
287.644000	0.000000
287.758530	0.000000
287.873070	0.000000
287.987610	0.000000
288.102140	0.000000
288.216680	0.000000
288.331220	0.000000
288.445760	0.000000
288.560290	0.000000
288.674830	0.000000
288.789370	0.000000
288.903910	0.000000
289.018440	0.000000
289.132980	0.000000
289.247520	0.000000
289.362060	0.000000
289.476590	0.000000
289.591130	0.000000
289.705670	0.000000
289.820200	0.000000
289.934740	0.000000
290.049280	0.000000
290.163820	0.000000
290.278350	0.000000
290.392890	0.000000
290.507430	0.000000
290.621970	0.000000
290.736500	0.000000
290.851040	0.000000
290.965580	0.000000
291.080120	0.000000
291.194650	0.000000
291.309190	0.000000
291.423730	0.000000
291.538270	0.000000
291.652800	0.000000
291.767340	0.000000
291.881880	0.000000
291.996410	0.000000
292.110950	0.000000
292.225490	0.000000
292.340030	0.000000
292.454560	0.000000
292.569100	0.000000
292.683640	0.000000
292.798180	0.000000
292.912710	0.000000
293.027250	0.000000
293.141790	0.000000
293.256330	0.000000
293.370860	0.000000
293.485400	0.000000
293.599940	0.000000
293.714480	0.000000
293.829010	0.000000
293.943550	0.000000
294.058090	0.000000
294.172620	0.000000
294.287160	0.000000
294.401700	0.000000
294.516240	0.000000
294.630770	0.000000
294.745310	0.000000
294.859850	0.000000
294.974390	0.000000
295.088920	0.000000
295.203460	0.000000
295.318000	0.000000
295.432540	0.000000
295.547070	0.000000
295.661610	0.000000
295.776150	0.000000
295.890690	0.000000
296.005220	0.000000
296.119760	0.000000
296.234300	0.000000
296.348830	0.000000
296.463370	0.000000
296.577910	0.000000
296.692450	0.000000
296.806980	0.000000
296.921520	0.000000
297.036060	0.000000
297.150600	0.000000
297.265130	0.000000
297.379670	0.000000
297.494210	0.000000
297.608750	0.000000
297.723280	0.000000
297.837820	0.000000
297.952360	0.000000
298.066890	0.000000
298.181430	0.000000
298.295970	0.000000
298.410510	0.000000
298.525040	0.000000
298.639580	0.000000
298.754120	0.000000
298.868660	0.000000
298.983190	0.000000
299.097730	0.000000
299.212270	0.000000
299.326810	0.000000
299.441340	0.000000
299.555880	0.000000
299.670420	0.000000
299.784960	0.000000
299.899490	0.000000
300.014030	0.000000
300.128570	0.000000
300.243100	0.000000
300.357640	0.000000
300.472180	0.000000
300.586720	0.000000
300.701250	0.000000
300.815790	0.000000
300.930330	0.000000
301.044870	0.000000
301.159400	0.000000
301.273940	0.000000
301.388480	0.000000
301.503020	0.000000
301.617550	0.000000
301.732090	0.000000
301.846630	0.000000
301.961170	0.000000
302.075700	0.000000
302.190240	0.000000
302.304780	0.000000
302.419310	0.000000
302.533850	0.000000
302.648390	0.000000
302.762930	0.000000
302.877460	0.000000
302.992000	0.000000
303.106540	0.000000
303.221080	0.000000
303.335610	0.000000
303.450150	0.000000
303.564690	0.000000
303.679230	0.000000
303.793760	0.000000
303.908300	0.000000
304.022840	0.000000
304.137370	0.000000
304.251910	0.000000
304.366450	0.000000
304.480990	0.000000
304.595520	0.000000
304.710060	0.000000
304.824600	0.000000
304.939140	0.000000
305.053670	0.000000
305.168210	0.000000
305.282750	0.000000
305.397290	0.000000
305.511820	0.000000
305.626360	0.000000
305.740900	0.000000
305.855440	0.000000
305.969970	0.000000
306.084510	0.000000
306.199050	0.000000
306.313580	0.000000
306.428120	0.000000
306.542660	0.000000
306.657200	0.000000
306.771730	0.000000
306.886270	0.000000
307.000810	0.000000
307.115350	0.000000
307.229880	0.000000
307.344420	0.000000
307.458960	0.000000
307.573500	0.000000
307.688030	0.000000
307.802570	0.000000
307.917110	0.000000
308.031650	0.000000
308.146180	0.000000
308.260720	0.000000
308.375260	0.000000
308.489790	0.000000
308.604330	0.000000
308.718870	0.000000
308.833410	0.000000
308.947940	0.000000
309.062480	0.000000
309.177020	0.000001
309.291560	0.000001
309.406090	0.000001
309.520630	0.000001
309.635170	0.000001
309.749710	0.000001
309.864240	0.000002
309.978780	0.000002
310.093320	0.000003
310.207860	0.000003
310.322390	0.000004
310.436930	0.000005
310.551470	0.000006
310.666000	0.000007
310.780540	0.000009
310.895080	0.000011
311.009620	0.000013
311.124150	0.000016
311.238690	0.000019
311.353230	0.000023
311.467770	0.000028
311.582300	0.000033
311.696840	0.000039
311.811380	0.000047
311.925920	0.000056
312.040450	0.000066
312.154990	0.000078
312.269530	0.000092
312.384060	0.000109
312.498600	0.000128
312.613140	0.000150
312.727680	0.000176
312.842210	0.000206
312.956750	0.000241
313.071290	0.000281
313.185830	0.000327
313.300360	0.000380
313.414900	0.000440
313.529440	0.000509
313.643980	0.000587
313.758510	0.000677
313.873050	0.000779
313.987590	0.000894
314.102130	0.001024
314.216660	0.001171
314.331200	0.001336
314.445740	0.001522
